Fecha;PM2,5(µg/m³);SO2(µg/m³);CO(mg/m³);NO(µg/m³);NO2(µg/m³);PM10(µg/m³);NOx(µg/m³);Ozono(µg/m³);Veloc.(m/s)
21/05/2015;6;3;0,1;4;16;6;21;72;1,6
22/05/2015;7;3;0,1;4;21;8;26;66;1,4
23/05/2015;8;3;0,1;4;21;9;27;68;1,6
24/05/2015;7;3;0,1;4;17;8;22;73;1,2
25/05/2015;9;3;0,1;8;31;10;42;62;1,2
26/05/2015;8;3;0,1;6;25;9;34;55;1,9
27/05/2015;9;3;0,1;4;22;10;27;64;1,6
28/05/2015;10;3;0,1;4;18;11;24;74;2,5
29/05/2015;9;3;0,1;4;24;10;30;74;1,6
30/05/2015;10;3;0,1;3;17;11;21;74;1,9
31/05/2015;9;3;0,1;3;18;9;21;70;1,3
01/06/2015;9;3;0,1;4;16;10;20;67;1,5
02/06/2015;10;3;0,1;3;16;11;20;70;1,7
03/06/2015;9;3;0,1;6;31;11;38;66;1,3
04/06/2015;10;3;0,1;8;40;11;51;56;1,2
05/06/2015;10;3;0,1;6;26;11;34;66;1,5
06/06/2015;10;3;0,1;4;29;11;34;62;1,3
07/06/2015;9;3;0,1;3;32;11;36;56;1,2
08/06/2015;10;4;0,1;4;34;11;38;72;1,2
09/06/2015;13;4;0,2;13;36;15;55;71;1,8
10/06/2015;14;3;0,2;2;14;15;16;85;2,2
11/06/2015;17;3;0,2;2;17;19;19;67;1,5
12/06/2015;15;3;0,2;4;27;17;33;64;1,7
13/06/2015;13;3;0,2;3;22;15;25;62;2,3
14/06/2015;8;3;0,1;2;21;9;24;66;0,7
15/06/2015;;3;0,1;5;25;;33;61;1,4
16/06/2015;;3;0,1;4;34;;39;59;0,8
17/06/2015;;3;0,1;9;30;;43;53;1,3
18/06/2015;;3;0,1;8;34;;45;53;1,1
19/06/2015;;3;0,2;5;30;;38;67;1,9
20/06/2015;;3;0,2;2;19;;21;59;2
21/06/2015;;3;0,2;3;20;;23;63;2
22/06/2015;;3;0,1;3;24;;27;62;1,3
23/06/2015;;3;0,2;7;45;;55;60;1,2
24/06/2015;;4;0,2;3;18;;22;70;2
25/06/2015;;3;0,1;3;25;;30;65;1,6
26/06/2015;;3;0,1;5;33;;41;62;1,5
27/06/2015;;4;0,2;3;24;;28;62;2
28/06/2015;;3;0,2;2;23;;25;56;2
29/06/2015;;3;0,1;3;14;;18;63;1,8
30/06/2015;;3;0,2;8;31;;42;61;1,4
01/07/2015;;3;0,2;5;20;;27;47;1,7
02/07/2015;;3;0,2;3;21;;24;56;2,2
03/07/2015;;3;0,2;2;15;;17;59;2,6
04/07/2015;;3;0,2;2;17;;19;71;1,3
05/07/2015;;3;0,1;3;21;;24;68;1,3
06/07/2015;;3;0,2;3;25;;29;63;1,2
07/07/2015;;3;0,2;9;35;;48;53;1,6
08/07/2015;;3;0,2;2;19;;21;53;2,1
09/07/2015;;3;0,2;2;12;;15;53;2,7
10/07/2015;;3;0,2;4;21;;27;48;2,2
11/07/2015;;3;0,2;2;16;;18;50;2
12/07/2015;;3;0,2;3;17;;21;53;1,7
13/07/2015;;3;0,2;3;17;;22;46;1,7
14/07/2015;;3;0,2;3;15;;18;46;1,8
15/07/2015;;3;0,2;2;18;;21;56;1,8
16/07/2015;;3;0,2;2;22;;24;63;1,7
17/07/2015;;3;0,2;5;26;;32;54;1,7
18/07/2015;14;3;0,2;2;14;15;17;51;1,5
19/07/2015;15;3;0,2;2;18;17;20;41;1,6
20/07/2015;18;3;0,2;3;13;20;17;43;1,8
21/07/2015;19;3;0,3;3;15;21;19;43;1,9
22/07/2015;8;3;0,3;3;26;9;29;48;2,5
23/07/2015;7;3;0,2;4;20;8;25;43;1,4
24/07/2015;17;3;0,2;4;26;19;31;45;1,9
25/07/2015;9;3;0,2;2;13;10;16;48;3,3
26/07/2015;10;3;0,2;2;12;12;14;42;2
27/07/2015;;3;0,2;3;9;;13;44;2,1
28/07/2015;;3;0,3;2;9;;11;;2,4
29/07/2015;;3;0,3;3;10;;13;;1,9
30/07/2015;;3;0,2;4;14;;19;50;2,4
31/07/2015;;3;0,2;3;15;;18;55;2,8
01/08/2015;;3;0,1;3;11;;15;80;2,2
02/08/2015;;3;0,2;2;14;;16;78;1,7
03/08/2015;;3;0,2;3;17;;21;68;1,6
04/08/2015;;3;0,3;3;16;;19;71;1,8
05/08/2015;;3;0,2;3;11;;14;67;1,6
06/08/2015;;3;0,3;4;15;;19;61;1,8
07/08/2015;;3;0,3;4;17;;22;55;1,8
08/08/2015;;3;0,2;3;18;;21;48;1,3
10/08/2015;;3;0,2;4;17;;21;59;1,8
11/08/2015;;3;0,2;3;17;;20;58;1,5
12/08/2015;;3;0,3;3;11;;15;58;1,9
13/08/2015;;3;0,2;3;26;;29;52;1,1
14/08/2015;;3;0,1;3;20;;24;63;1,9
15/08/2015;;3;0,1;2;13;;15;63;2,2
16/08/2015;;3;0,2;3;16;;19;59;1,7
17/08/2015;;3;0,2;5;23;;29;59;2,2
18/08/2015;;3;0,2;2;16;;18;64;3,7
19/08/2015;;3;0,2;3;19;;23;62;2,1
20/08/2015;;3;0,2;3;20;;24;61;2
21/08/2015;;3;0,2;3;19;;23;67;1,8
22/08/2015;;3;0,2;2;14;;17;71;1,7
23/08/2015;;3;0,1;3;15;;18;52;1,1
24/08/2015;;3;0,2;4;21;;25;59;1,4
25/08/2015;;3;0,2;3;18;;21;66;2,1
26/08/2015;;3;0,2;3;15;;19;64;1,7
27/08/2015;;3;0,2;5;18;;24;57;2,2
28/08/2015;;3;0,2;5;19;;25;60;1,6
29/08/2015;;3;0,2;3;13;;16;60;1,6
30/08/2015;;3;0,2;4;12;;17;56;1,6
31/08/2015;;4;0,2;3;18;;21;45;1,4
01/09/2015;;3;0,2;6;20;;29;55;1,8
02/09/2015;;3;0,2;4;19;;24;67;2,1
03/09/2015;;3;0,2;6;23;;32;61;3,2
04/09/2015;;3;0,1;2;22;;24;68;3,3
05/09/2015;;3;0,1;2;16;;18;68;1,1
06/09/2015;;3;0,1;2;20;;22;62;0,5
07/09/2015;;3;0,1;10;48;;62;27;0,4
08/09/2015;;3;0,1;4;27;;33;52;1,3
09/09/2015;;3;0,1;11;35;;51;55;1,2
10/09/2015;;3;0,2;8;39;;50;55;1,9
11/09/2015;;3;;3;21;;24;73;1,8
12/09/2015;;3;0,1;3;29;;33;68;1
13/09/2015;;3;0,1;5;26;;33;56;1,2
14/09/2015;;3;0,1;8;18;;30;58;1,7
15/09/2015;;3;0,1;7;28;;37;56;0,9
16/09/2015;;3;0,1;2;21;;23;56;1,4
17/09/2015;;3;0,1;2;14;;17;65;1,6
18/09/2015;;3;0,2;4;18;;23;64;1,5
19/09/2015;;3;0,2;2;22;;24;66;1,2
20/09/2015;;3;0,2;2;22;;24;59;1,3
21/09/2015;;3;0,2;6;31;;39;63;1,4
22/09/2015;;3;0,2;12;29;;46;60;1,6
23/09/2015;;3;0,1;7;28;;38;55;1,3
24/09/2015;;4;0,1;4;25;;30;60;1,2
25/09/2015;;3;0,2;8;39;;51;47;1
26/09/2015;;3;0,2;4;31;;37;65;1
27/09/2015;;3;0,1;3;34;;37;45;0,8
28/09/2015;;3;0,1;8;28;;39;50;1
29/09/2015;;3;0,1;7;26;;35;54;1,4
30/09/2015;;;0,1;;;;;;1,5
01/10/2015;;;0,2;;;;;;1,5
02/10/2015;;;0,2;;;;;;1,2
03/10/2015;;;0,1;;;;;;0,5
04/10/2015;;;0,2;;;;;;0,8
05/10/2015;;4;0,1;6;18;;26;29;1,4
06/10/2015;;5;0,1;6;26;;35;48;1
07/10/2015;;3;0,1;13;33;;52;53;1,6
08/10/2015;;3;0,1;11;48;;64;38;0,8
09/10/2015;;3;0,1;3;25;;29;52;1
10/10/2015;;3;0,1;5;33;;39;49;0,9
11/10/2015;;3;0,1;3;35;;39;45;1
12/10/2015;;3;0,2;7;33;;43;39;0,8
13/10/2015;;3;0,1;6;32;;40;36;1,3
14/10/2015;;3;0,1;7;37;;48;46;0,8
15/10/2015;;3;0,1;15;40;;63;50;1
16/10/2015;;3;0,1;7;40;;50;62;1
17/10/2015;;3;0,1;2;26;;29;75;1,6
18/10/2015;;3;0,1;3;27;;31;69;1,1
19/10/2015;;3;0,1;4;37;;43;56;0,9
20/10/2015;;3;0,1;5;47;;54;38;0,9
21/10/2015;;3;0,1;10;46;;60;34;0,7
22/10/2015;;3;0,2;19;53;;81;44;0,6
23/10/2015;;3;0,2;37;68;;124;31;0,6
24/10/2015;;3;0,2;14;55;;77;41;0,5
25/10/2015;;3;0,1;3;35;;38;52;1,2
26/10/2015;;3;0,1;5;39;;46;45;0,5
27/10/2015;;3;0,1;18;45;;72;32;0,8
28/10/2015;;4;0,1;4;37;;43;40;1,3
29/10/2015;;3;0,1;4;38;;44;38;0,8
30/10/2015;;3;0,1;14;38;;58;43;1,1
31/10/2015;;3;0,1;3;35;;40;43;0,9
01/11/2015;;3;0,1;2;14;;16;74;4,2
02/11/2015;;3;0,1;5;28;;34;51;4
03/11/2015;;3;0,1;20;59;;90;21;0,5
04/11/2015;;3;0,1;16;48;;71;23;0,6
05/11/2015;;3;0,1;14;48;;69;27;0,7
06/11/2015;;3;0,2;37;64;;121;19;0,5
07/11/2015;;3;0,2;15;53;;75;29;0,5
08/11/2015;;3;0,2;8;49;;61;34;0,5
09/11/2015;;3;0,1;16;52;;76;;0,6
10/11/2015;;4;0,2;34;66;;118;;0,5
11/11/2015;;4;0,2;52;71;;150;;0,6
12/11/2015;;3;0,2;43;69;;134;;0,4
13/11/2015;;3;0,1;13;49;;68;;0,6
14/11/2015;;3;0,2;14;47;;67;;0,4
15/11/2015;;3;0,2;26;47;;87;;0,6
16/11/2015;;5;0,2;65;67;;166;;0,5
17/11/2015;;4;0,2;71;67;;175;;0,5
18/11/2015;;5;0,2;78;73;;193;;0,4
19/11/2015;;4;0,2;68;70;;175;;0,3
20/11/2015;;3;0,1;31;55;;103;18;0,9
21/11/2015;;3;0,1;2;16;;17;52;2,3
22/11/2015;;4;0,2;12;38;;56;43;0,7
23/11/2015;;7;0,2;16;57;;82;28;1,1
24/11/2015;;7;0,2;43;69;;135;24;0,5
25/11/2015;;4;0,1;8;48;;60;29;0,8
26/11/2015;;3;0,1;2;23;;25;66;2,6
27/11/2015;;3;0,1;10;39;;54;47;1
28/11/2015;;3;0,2;31;61;;109;23;0,8
29/11/2015;;3;0,2;14;51;;71;33;0,5
30/11/2015;;3;0,3;;;;;16;0,4
01/12/2015;;6;0,3;70;71;;178;18;0,3
02/12/2015;;7;0,3;106;88;;249;16;0,3
03/12/2015;;3;0,3;64;86;;184;20;0,4
04/12/2015;;7;0,2;72;77;;187;23;0,5
05/12/2015;;5;0,2;19;61;;89;32;0,6
06/12/2015;;3;0,1;13;46;;65;37;0,4
07/12/2015;;3;0,2;21;60;;92;21;0,3
08/12/2015;;4;0,2;26;55;;96;21;0,4
09/12/2015;;3;0,2;35;50;;103;23;0,6
10/12/2015;;5;0,2;60;73;;166;12;0,2
11/12/2015;;5;0,2;47;69;;141;15;0,3
12/12/2015;;5;0,3;47;54;;126;21;0,2
13/12/2015;;5;0,2;9;41;;54;17;0,4
14/12/2015;;5;0,2;36;62;;117;11;0,5
15/12/2015;;6;0,3;76;74;;190;8;0,6
16/12/2015;;5;0,3;65;72;;171;6;0,5
17/12/2015;;8;0,4;92;74;;215;5;0,3
18/12/2015;;7;0,4;123;80;;268;10;0,4
19/12/2015;;9;0,3;81;70;;194;13;0,4
20/12/2015;;3;0,2;38;65;;122;23;0,3
21/12/2015;;6;0,2;39;67;;127;20;0,3
22/12/2015;;4;0,2;39;70;;129;19;0,4
23/12/2015;;3;0,2;64;73;;171;10;0,2
24/12/2015;;3;0,2;36;72;;127;20;0,4
25/12/2015;;3;0,2;29;53;;97;20;0,4
26/12/2015;;3;0,3;21;58;;89;27;0,4
27/12/2015;;3;0,1;8;47;;58;28;0,6
28/12/2015;;3;0,2;20;57;;88;33;0,4
29/12/2015;;3;0,2;28;66;;109;14;0,5
30/12/2015;;3;0,2;28;59;;101;15;0,9
31/12/2015;;3;0,1;7;41;;51;;0,5
01/01/2016;;3;0,2;12;46;;65;;0,4
02/01/2016;;3;0,1;4;30;;36;;1
03/01/2016;;3;0,1;2;20;;21;;1,6
04/01/2016;;3;0,1;3;17;;20;;2,1
05/01/2016;;3;0,2;5;40;;48;40;1
06/01/2016;;3;0,1;2;19;;21;55;1,6
07/01/2016;;5;0,1;2;20;;23;47;2
08/01/2016;;5;0,1;3;35;;39;40;1,7
09/01/2016;;3;0,1;2;23;;25;54;1,4
10/01/2016;;3;0,1;2;12;;14;65;2,6
11/01/2016;;3;0,1;3;22;;27;60;2,6
12/01/2016;;3;0,1;5;34;;41;43;1,2
13/01/2016;;3;0,2;26;65;;104;26;0,7
14/01/2016;;3;0,1;5;43;;50;32;1,2
15/01/2016;;4;0,2;13;41;;60;35;1,2
16/01/2016;;4;0,1;4;30;;36;52;1,3
17/01/2016;;5;0,2;25;54;;92;30;0,7
18/01/2016;;3;0,2;17;52;;78;25;0,9
19/01/2016;;4;0,2;30;64;;110;26;0,5
20/01/2016;;4;0,2;20;66;;95;28;0,8
21/01/2016;;4;0,2;34;75;;127;20;0,9
22/01/2016;;3;0,2;38;68;;125;19;0,4
23/01/2016;;5;0,3;51;71;;149;13;0,3
24/01/2016;;4;0,2;16;46;;69;31;0,6
25/01/2016;;3;0,2;12;60;;77;34;0,6
26/01/2016;;4;0,2;19;70;;98;27;0,3
27/01/2016;;3;0,2;26;73;;112;24;0,4
28/01/2016;;3;0,2;17;54;;80;28;0,7
29/01/2016;;4;0,2;11;55;;71;21;0,8
30/01/2016;;5;0,2;9;37;;50;32;0,4
31/01/2016;;3;0,2;3;28;;33;36;0,6
01/02/2016;;4;0,3;33;59;;110;24;0,7
02/02/2016;;4;0,2;56;62;;147;23;0,7
03/02/2016;;3;0,2;27;60;;102;27;0,6
04/02/2016;;4;0,2;23;65;;100;35;0,5
05/02/2016;;3;0,2;18;61;;87;33;0,6
06/02/2016;;5;0,3;34;59;;111;30;0,5
07/02/2016;;3;0,1;3;23;;26;60;1,6
08/02/2016;;5;0,2;2;22;;25;;1,6
09/02/2016;;7;0,2;2;17;;19;;3
10/02/2016;;3;0,1;2;19;;22;;2,5
11/02/2016;;3;0,1;7;34;;44;;1,4
12/02/2016;;3;0,1;2;15;;17;;2,1
13/02/2016;;3;0,1;3;10;;13;42;2,3
14/02/2016;;4;0,1;2;11;;12;69;1,9
15/02/2016;;3;0,1;3;18;;22;61;1,3
16/02/2016;;5;0,2;5;31;;37;47;0,9
17/02/2016;;3;0,2;5;31;;37;44;1,2
18/02/2016;;3;0,2;3;26;;29;54;1,3
19/02/2016;;3;0,2;8;32;;43;45;0,6
20/02/2016;;3;0,2;8;35;;46;46;0,9
21/02/2016;;3;0,2;3;31;;35;51;0,5
22/02/2016;;4;0,3;9;48;;62;41;0,7
23/02/2016;;5;0,2;7;43;;54;40;0,6
24/02/2016;;5;0,2;5;27;;34;49;1,3
25/02/2016;;3;0,1;3;25;;28;51;0,8
26/02/2016;;3;0,2;3;24;;27;53;1,1
27/02/2016;;4;0,1;2;15;;15;64;1,6
28/02/2016;;3;0,1;2;15;;17;61;1,1
29/02/2016;;4;0,2;2;17;;20;70;1,5
01/03/2016;;4;0,2;17;42;;68;45;0,8
02/03/2016;;5;0,2;4;34;;39;44;0,9
03/03/2016;;4;0,2;8;34;;45;53;0,8
04/03/2016;;6;0,2;4;27;;32;53;1,7
05/03/2016;;5;0,1;2;16;;18;65;1,5
06/03/2016;;4;0,1;2;22;;24;59;1,1
07/03/2016;;3;0,2;6;32;;40;34;0,7
08/03/2016;;4;0,1;4;22;;27;62;1,3
09/03/2016;;3;0,2;4;25;;30;48;1,2
10/03/2016;;3;0,2;4;23;;28;59;1,4
11/03/2016;;5;0,2;9;39;;52;42;1,2
12/03/2016;;4;0,2;3;28;;31;61;1,1
13/03/2016;;4;0,1;3;21;;24;74;1,9
14/03/2016;;3;0,2;2;26;;30;76;3,3
15/03/2016;;3;0,1;3;26;;29;69;2
16/03/2016;;5;0,2;4;28;;33;60;1,7
17/03/2016;;4;0,2;3;24;;28;64;2,3
18/03/2016;;3;0,2;2;19;;21;77;1,4
19/03/2016;;4;0,2;3;26;;30;65;0,9
20/03/2016;;4;0,1;4;24;;29;57;1,6
21/03/2016;;3;0,2;3;20;;24;70;2,2
22/03/2016;;3;0,2;4;32;;36;52;0,8
23/03/2016;;3;0,2;6;39;;46;52;0,9
24/03/2016;;3;0,2;3;30;;34;68;1,5
25/03/2016;;4;0,2;4;34;;39;61;1,2
26/03/2016;;7;0,2;4;28;;33;57;1,4
27/03/2016;;3;0,1;2;13;;15;64;1,7
28/03/2016;;3;0,1;2;15;;17;61;1,1
29/03/2016;;5;0,2;3;23;;26;65;1,6
30/03/2016;;3;0,3;10;30;;44;62;1,6
31/03/2016;;3;0,1;4;22;;26;69;1,7
01/04/2016;;5;0,2;5;21;;28;66;1,6
02/04/2016;;5;0,2;5;27;;34;64;1,9
03/04/2016;;3;0,2;4;29;;35;68;1,4
04/04/2016;;3;0,1;4;26;;30;58;0,8
05/04/2016;;3;0,2;7;31;;41;38;1,7
06/04/2016;;5;0,2;7;44;;53;41;1
07/04/2016;;3;0,2;11;40;;55;52;1,4
08/04/2016;;3;0,1;2;19;;21;70;1,8
09/04/2016;;4;0,2;5;38;;45;52;1,2
12/04/2016;;3;0,2;;;;;47;1,4
13/04/2016;;5;0,1;;;;;68;1,5
14/04/2016;;3;0,2;;;;;56;1,4
15/04/2016;;7;0,2;;;;;48;1,1
16/04/2016;;4;0,2;;;;;54;1,4
17/04/2016;;5;0,1;;;;;65;1
18/04/2016;;4;0,2;;;;;65;3
19/04/2016;;3;0,1;;;;;79;3,6
20/04/2016;;3;0,1;;;;;77;2,3
21/04/2016;;3;0,1;;;;;73;2
22/04/2016;;3;0,2;;;;;53;1
23/04/2016;;3;0,1;;;;;50;1,8
24/04/2016;;4;0,1;;;;;67;1,4
25/04/2016;;3;0,2;;;;;68;1,6
26/04/2016;;3;0,2;;;;;62;2,1
27/04/2016;;5;0,1;;;;;61;2
28/04/2016;;4;0,1;;;;;63;2,7
29/04/2016;;4;0,1;;;;;64;0,9
30/04/2016;;4;0,1;;;;;52;1,4
01/05/2016;;5;0,1;;;;;75;1,8
02/05/2016;;6;0,2;;;;;56;1,3
03/05/2016;;5;0,2;;;;;62;1,9
04/05/2016;;3;0,2;;;;;84;1,5
05/05/2016;;4;0,2;;;;;51;0,6
06/05/2016;;3;0,2;2;21;;23;80;1,6
07/05/2016;;3;0,1;2;13;;16;93;2,1
08/05/2016;;3;0,1;3;16;;20;74;2,1
09/05/2016;;3;0,1;4;25;;31;42;0,9
10/05/2016;;3;0,1;9;32;;45;28;0,7
11/05/2016;;3;0,2;3;25;;29;55;1,3
12/05/2016;;3;0,1;3;22;;25;60;1,6
13/05/2016;;3;0,2;9;34;;47;47;1,1
14/05/2016;;3;0,2;5;26;;34;53;1
15/05/2016;;3;0,2;4;24;;29;69;1,3
16/05/2016;;3;0,1;4;22;;28;66;1,5
17/05/2016;;3;0,1;6;25;;33;61;1,6
18/05/2016;;3;0,1;9;31;;43;62;1,5
19/05/2016;;4;0,2;38;49;;107;51;1,2
20/05/2016;;4;0,2;12;35;;53;48;1,9
21/05/2016;;5;0,1;3;15;;19;65;2,5
22/05/2016;;4;0,1;2;14;;16;64;1,5
23/05/2016;;4;0,1;9;25;;38;50;2,1
24/05/2016;;5;0,2;33;41;;91;48;1,5
25/05/2016;;4;0,2;9;24;;37;57;1,6
26/05/2016;;4;0,1;7;15;;27;68;1,9
27/05/2016;;4;0,1;9;21;;34;64;1,6
28/05/2016;;4;0,1;4;20;;25;55;1,1
29/05/2016;;4;0,2;2;9;;11;58;1,3
30/05/2016;;5;0,2;12;29;;46;58;2
31/05/2016;;4;0,2;9;33;;46;49;1,5
01/06/2016;;4;0,2;4;26;;32;64;2,1
02/06/2016;;4;0,2;7;27;;37;62;1,5
03/06/2016;;4;0,1;18;31;;57;62;1,8
04/06/2016;;3;0,1;3;26;;29;46;0,6
05/06/2016;;3;0,1;3;18;;22;;1,3
06/06/2016;;4;0,1;8;26;;38;47;2,1
07/06/2016;;4;0,1;10;20;;35;49;1,3
08/06/2016;;4;0,1;17;31;;57;44;1,9
09/06/2016;;5;0,2;25;38;;76;49;1,2
10/06/2016;;3;0,2;4;15;;20;69;1,9
11/06/2016;;4;0,2;2;9;;11;76;2,2
12/06/2016;;4;0,2;2;14;;17;66;1,4
13/06/2016;;4;0,2;6;25;;33;49;1,5
14/06/2016;;3;0,2;3;17;;21;49;2,3
15/06/2016;;3;0,1;4;19;;24;50;1,4
16/06/2016;;5;0,2;3;20;;24;43;1,3
17/06/2016;;5;0,2;4;26;;32;53;2
18/06/2016;;3;0,2;2;16;;19;58;1,7
19/06/2016;;3;0,1;2;16;;20;61;1,8
20/06/2016;;4;0,2;6;25;;35;54;1,7
21/06/2016;;4;0,2;7;23;;33;48;1,5
22/06/2016;;3;0,2;5;20;;28;55;1,5
23/06/2016;;4;0,2;18;30;;57;56;1,4
24/06/2016;;4;0,2;5;24;;31;59;2,1
25/06/2016;;4;0,2;2;10;;13;66;2
26/06/2016;;5;0,2;2;8;;10;63;2,9
27/06/2016;;3;0,2;3;13;;17;57;1,3
28/06/2016;;4;0,2;6;23;;31;49;1,2
29/06/2016;;3;0,2;;;;;55;1,1
30/06/2016;;3;0,2;;;;;43;2,1
05/07/2016;;3;0,1;3;19;;22;55;1,1
06/07/2016;;3;0,1;5;26;;32;58;1,5
07/07/2016;;3;0,1;3;32;;35;52;0,7
08/07/2016;;3;0,2;4;23;;28;67;1,8
09/07/2016;;3;0,2;3;15;;19;68;1,4
12/07/2016;;3;0,2;2;10;;12;63;2,1
13/07/2016;;3;0,1;2;8;;11;56;2,2
14/07/2016;;4;0,2;2;15;;17;53;2
15/07/2016;;4;0,1;8;26;;36;51;1,9
16/07/2016;;3;0,1;3;19;;22;60;2
17/07/2016;;4;0,1;2;15;;19;69;1,5
18/07/2016;;4;0,1;3;20;;24;60;1,3
19/07/2016;;4;0,1;4;25;;29;57;1,3
20/07/2016;;3;0,2;3;24;;28;54;0,8
21/07/2016;;3;0,2;3;19;;23;49;1,7
22/07/2016;;3;0,1;2;18;;21;55;1,8
23/07/2016;;3;0,1;3;18;;22;53;1,7
24/07/2016;;3;0,1;3;20;;24;60;1,8
25/07/2016;;3;0,1;6;27;;35;60;2,1
26/07/2016;;3;0,2;2;18;;20;61;1,7
27/07/2016;;3;0,2;2;15;;17;62;1,9
28/07/2016;;3;0,2;2;23;;25;57;1,5
29/07/2016;;3;0,2;4;24;;28;60;1,5
30/07/2016;;3;0,2;3;25;;29;51;1,4
31/07/2016;;3;0,2;5;23;;30;36;1,8
01/08/2016;;3;0,2;2;8;;10;46;2,3
02/08/2016;;3;0,2;3;15;;18;44;1,9
03/08/2016;;3;0,2;3;18;;22;48;2
04/08/2016;;3;0,2;3;16;;19;50;1,7
05/08/2016;;3;0,1;2;14;;16;42;2,1
06/08/2016;;4;0,1;3;22;;26;41;2
07/08/2016;;3;0,1;3;19;;22;52;1,8
08/08/2016;;3;0,1;4;22;;28;59;1,1
09/08/2016;;3;0,2;13;36;;55;54;1,8
10/08/2016;;3;0,2;4;23;;29;49;1,1
11/08/2016;;5;0,1;11;30;;46;43;1,6
12/08/2016;;4;0,1;11;30;;45;55;1,3
13/08/2016;;4;0,1;2;18;;20;63;1,2
14/08/2016;;3;0,1;2;17;;19;58;1,3
15/08/2016;;4;0,1;2;13;;15;58;1,3
16/08/2016;;3;0,1;5;27;;34;29;1
17/08/2016;;3;0,2;34;45;;96;36;1,5
18/08/2016;;3;0,2;7;23;;32;39;1,4
19/08/2016;;3;0,2;4;18;;25;42;1,7
20/08/2016;;3;0,2;3;12;;16;39;1,9
21/08/2016;;3;0,1;2;10;;13;47;2,2
22/08/2016;;4;0,2;6;21;;30;39;1,5
23/08/2016;;3;0,2;6;21;;30;39;1,1
24/08/2016;;3;0,2;6;21;;29;49;1,2
25/08/2016;;3;0,1;8;23;;34;56;1,1
26/08/2016;;3;0,2;16;32;;56;48;1,2
27/08/2016;;3;0,2;3;18;;22;47;1,4
28/08/2016;;3;0,2;2;13;;15;43;1,8
29/08/2016;;3;0,2;10;19;;34;39;1,7
30/08/2016;;3;0,2;9;18;;31;43;2,2
31/08/2016;;3;0,2;9;22;;35;48;1,3
01/09/2016;;3;0,2;9;28;;42;45;1,1
02/09/2016;;3;0,2;14;35;;56;36;0,9
03/09/2016;;3;0,2;6;34;;42;39;1,2
04/09/2016;;3;0,2;;;;;47;1,1
05/09/2016;;4;0,2;21;53;;85;39;1
06/09/2016;;3;0,2;9;33;;46;49;1,2
07/09/2016;;3;0,2;18;33;;60;46;2
08/09/2016;;3;0,2;20;35;;65;41;1,2
09/09/2016;;3;0,2;33;40;;90;42;1,8
10/09/2016;;3;0,1;2;16;;19;55;1,4
11/09/2016;;3;0,2;3;19;;23;46;1,4
12/09/2016;;3;0,2;13;27;;46;40;1,3
13/09/2016;;4;0,2;26;31;;69;39;1,8
14/09/2016;;3;0,1;6;22;;29;33;1,1
15/09/2016;;4;0,1;6;31;;38;36;1,1
16/09/2016;;4;0,2;11;35;;51;31;1,2
17/09/2016;;3;0,1;4;26;;31;33;1
18/09/2016;;3;0,1;3;18;;20;39;1,1
19/09/2016;;4;0,2;15;30;;51;38;1,2
20/09/2016;;3;0,2;16;29;;52;38;1,1
21/09/2016;;4;0,1;14;28;;48;39;1,2
22/09/2016;;4;0,1;16;26;;49;43;1
23/09/2016;;3;0,1;8;26;;37;46;1,5
24/09/2016;;3;0,1;3;16;;19;47;0,7
25/09/2016;;3;0,1;3;17;;20;48;1,1
26/09/2016;;3;0,1;7;23;;33;41;0,7
27/09/2016;;3;0,2;10;21;;35;43;0,9
28/09/2016;;3;0,1;13;23;;41;53;2
29/09/2016;;3;0,2;11;34;;50;46;1
30/09/2016;;3;0,2;10;28;;43;35;0,8
01/10/2016;;3;0,2;5;29;;35;35;1
02/10/2016;;4;0,2;6;21;;28;43;0,8
03/10/2016;;4;0,2;11;30;;45;38;1,1
04/10/2016;;3;0,2;9;26;;39;40;1,2
05/10/2016;;4;0,2;13;29;;47;38;1,1
06/10/2016;;3;0,2;21;33;;65;34;1,8
07/10/2016;;3;0,2;;;;;44;1,2
08/10/2016;;4;0,2;;;;;44;1
09/10/2016;;3;0,2;;;;;51;1,7
10/10/2016;;3;0,1;;;;;43;1,8
11/10/2016;;3;0,2;12;35;;52;51;1,7
12/10/2016;;3;0,1;3;13;;16;56;0,5
13/10/2016;;4;0,1;6;32;;41;25;0,9
14/10/2016;;4;0,2;10;43;;58;26;0,9
15/10/2016;;4;0,2;4;35;;41;40;1,1
16/10/2016;;4;0,1;3;24;;28;50;0,7
17/10/2016;;6;0,2;12;36;;55;41;0,9
18/10/2016;;3;0,2;5;41;;47;29;0,5
19/10/2016;;3;0,1;9;37;;51;31;0,4
20/10/2016;;6;0,2;25;44;;82;23;0,4
21/10/2016;;3;0,1;16;39;;62;34;1
22/10/2016;;3;0,1;3;29;;33;25;0,5
23/10/2016;;4;0,2;3;27;;30;26;0,8
24/10/2016;;3;0,2;15;41;;64;14;0,5
25/10/2016;;7;0,2;21;45;;76;12;0,5
26/10/2016;;;0,2;32;40;;88;10;0,5
27/10/2016;;;0,2;15;34;;57;22;0,8
28/10/2016;;;0,1;13;45;;64;25;0,6
29/10/2016;;;0,2;11;46;;62;24;0,5
30/10/2016;;;0,2;6;35;;43;32;0,6
31/10/2016;;;0,1;4;40;;45;39;0,7
