station_id;date;hour;avg_available;avg_free;med_available;med_free;src_count
1;2014-04-30;12;6;20;6;20;60
1;2014-04-30;13;4;22;4;22;60
1;2014-04-30;14;1;25;1;25;60
1;2014-04-30;15;2;24;2;24;60
1;2014-04-30;16;4;22;5;21;60
1;2014-04-30;17;3;23;3;23;60
1;2014-04-30;18;3;23;3;23;60
1;2014-04-30;19;1;26;0;26;60
1;2014-04-30;20;5;22;5;22;60
1;2014-04-30;21;2;25;2;25;60
1;2014-04-30;22;6;21;6;21;60
1;2014-04-30;23;7;20;8;19;60
1;2014-05-01;0;9;18;9;18;60
1;2014-05-01;1;9;18;9;18;60
1;2014-05-01;2;6;21;5;22;54
1;2014-05-01;3;5;22;5;22;60
1;2014-05-01;4;3;24;1;26;60
1;2014-05-01;5;0;27;0;27;60
1;2014-05-01;6;0;27;0;27;60
1;2014-05-01;7;0;27;0;27;60
1;2014-05-01;8;0;27;0;27;60
1;2014-05-01;9;0;27;0;27;60
1;2014-05-01;10;0;27;0;27;60
1;2014-05-01;11;1;26;1;26;60
1;2014-05-01;12;3;24;3;24;60
1;2014-05-01;13;3;24;3;24;60
1;2014-05-01;14;4;23;4;23;60
1;2014-05-01;15;4;23;4;23;60
1;2014-05-01;16;2;25;2;25;60
1;2014-05-01;17;2;25;2;25;60
1;2014-05-01;18;1;26;2;25;60
1;2014-05-01;19;1;26;2;25;60
1;2014-05-01;20;1;26;2;26;60
1;2014-05-01;21;1;26;1;26;60
1;2014-05-01;22;5;22;5;22;60
1;2014-05-01;23;7;20;8;19;60
1;2014-05-02;0;9;18;9;18;60
1;2014-05-02;1;6;21;6;21;52
1;2014-05-02;2;4;23;4;23;60
1;2014-05-02;3;4;24;4;23;60
1;2014-05-02;4;0;27;0;27;60
1;2014-05-02;5;0;27;0;27;60
1;2014-05-02;6;0;27;0;27;60
1;2014-05-02;7;0;27;0;27;60
1;2014-05-02;8;1;26;1;26;60
1;2014-05-02;9;1;26;2;25;60
1;2014-05-02;10;3;24;2;25;60
1;2014-05-02;11;5;22;5;22;60
1;2014-05-02;12;1;26;1;26;60
1;2014-05-02;13;1;26;1;26;60
1;2014-05-02;14;1;26;1;26;60
1;2014-05-02;15;1;26;1;26;60
1;2014-05-02;16;0;27;0;27;60
1;2014-05-02;17;2;24;3;24;60
1;2014-05-02;18;4;23;5;22;60
1;2014-05-02;19;4;23;5;22;60
1;2014-05-02;20;1;26;1;26;60
1;2014-05-02;21;2;25;1;26;60
1;2014-05-02;22;6;21;7;20;60
1;2014-05-02;23;7;20;7;20;60
1;2014-05-03;0;7;20;7;20;60
1;2014-05-03;1;7;20;7;20;60
1;2014-05-03;2;5;22;5;22;60
1;2014-05-03;3;6;21;6;21;60
1;2014-05-03;4;6;21;6;21;60
1;2014-05-03;5;6;21;6;21;60
1;2014-05-03;6;6;21;6;21;60
1;2014-05-03;7;4;23;4;23;60
1;2014-05-03;8;5;22;5;22;60
1;2014-05-03;9;6;21;6;21;60
1;2014-05-03;10;5;22;5;22;60
1;2014-05-03;11;6;21;5;22;60
1;2014-05-03;12;8;19;9;18;60
1;2014-05-03;13;6;21;6;21;60
1;2014-05-03;14;4;24;3;24;60
1;2014-05-03;15;1;26;1;26;60
1;2014-05-03;16;0;27;0;27;60
1;2014-05-03;17;1;26;1;26;60
1;2014-05-03;18;7;20;8;19;60
1;2014-05-03;19;8;19;8;19;60
1;2014-05-03;20;9;18;9;18;60
1;2014-05-03;21;10;17;10;17;60
1;2014-05-03;22;10;17;9;18;60
1;2014-05-03;23;13;14;13;14;60
1;2014-05-04;0;12;15;12;15;60
1;2014-05-04;1;8;19;8;19;60
1;2014-05-04;2;6;21;6;21;60
1;2014-05-04;3;4;23;4;24;60
1;2014-05-04;4;3;24;3;24;60
1;2014-05-04;5;3;24;3;24;60
1;2014-05-04;6;5;22;5;22;60
1;2014-05-04;7;4;23;4;23;60
1;2014-05-04;8;4;23;4;23;60
1;2014-05-04;9;3;24;3;24;60
1;2014-05-04;10;2;25;2;25;60
1;2014-05-04;11;1;26;1;26;60
1;2014-05-04;12;1;26;1;26;60
1;2014-05-04;13;1;26;1;26;60
1;2014-05-04;14;1;26;0;27;60
1;2014-05-04;15;0;27;0;27;60
1;2014-05-04;16;1;26;1;27;60
1;2014-05-04;17;4;23;4;23;60
1;2014-05-04;18;3;24;3;24;60
1;2014-05-04;19;5;22;7;20;60
1;2014-05-04;20;4;23;4;23;60
1;2014-05-04;21;3;24;3;24;60
1;2014-05-04;22;4;23;4;23;60
1;2014-05-04;23;5;22;5;22;60
1;2014-05-05;0;6;21;6;21;60
1;2014-05-05;1;5;22;5;22;60
1;2014-05-05;2;4;23;4;23;60
1;2014-05-05;3;4;23;4;23;60
1;2014-05-05;4;4;23;4;23;60
1;2014-05-05;5;4;23;4;23;60
1;2014-05-05;6;2;25;2;25;60
1;2014-05-05;7;1;26;1;26;60
1;2014-05-05;8;0;27;0;27;60
1;2014-05-05;9;2;25;2;25;60
1;2014-05-05;10;1;26;1;26;60
1;2014-05-05;11;1;26;1;26;60
1;2014-05-05;12;1;27;0;27;60
1;2014-05-05;13;1;26;1;26;60
1;2014-05-05;14;4;23;4;23;60
1;2014-05-05;15;6;21;7;20;60
1;2014-05-05;16;1;26;0;27;60
1;2014-05-05;17;3;24;3;24;60
1;2014-05-05;18;4;23;4;23;60
1;2014-05-05;19;2;25;2;25;60
1;2014-05-05;20;0;27;0;27;60
1;2014-05-05;21;3;24;3;24;60
1;2014-05-05;22;2;25;2;25;60
1;2014-05-05;23;2;25;2;25;60
1;2014-05-06;0;0;27;0;27;60
1;2014-05-06;1;0;27;0;27;60
1;2014-05-06;2;0;27;0;27;60
1;2014-05-06;3;0;27;0;27;60
1;2014-05-06;4;0;27;0;27;60
1;2014-05-06;5;0;27;0;27;60
1;2014-05-06;6;0;27;0;27;60
1;2014-05-06;7;8;19;8;19;60
1;2014-05-06;8;9;19;8;19;60
1;2014-05-06;9;9;18;9;18;60
1;2014-05-06;10;9;18;9;18;60
1;2014-05-06;11;7;20;7;20;60
1;2014-05-06;12;7;20;7;20;60
1;2014-05-06;13;9;18;10;17;60
1;2014-05-06;14;7;20;6;21;60
1;2014-05-06;15;7;20;7;20;60
1;2014-05-06;16;5;22;4;23;60
1;2014-05-06;17;2;25;3;24;60
1;2014-05-06;18;0;27;0;27;60
1;2014-05-06;19;0;27;0;27;60
1;2014-05-06;20;1;26;0;27;60
1;2014-05-06;21;1;26;0;27;60
1;2014-05-06;22;2;25;2;25;60
1;2014-05-06;23;2;25;1;26;60
1;2014-05-07;0;3;24;2;25;60
1;2014-05-07;1;1;26;1;27;60
1;2014-05-07;2;0;27;0;27;60
1;2014-05-07;3;1;26;1;26;60
1;2014-05-07;4;1;26;1;26;60
1;2014-05-07;5;1;26;1;26;60
1;2014-05-07;6;0;27;0;27;60
1;2014-05-07;7;1;26;1;26;60
1;2014-05-07;8;1;26;1;27;60
1;2014-05-07;9;2;25;2;25;60
1;2014-05-07;10;4;23;5;23;60
1;2014-05-07;11;3;24;3;24;60
1;2014-05-07;12;4;23;4;23;60
1;2014-05-07;13;3;24;4;23;60
1;2014-05-07;14;3;24;3;24;60
1;2014-05-07;15;1;26;1;26;60
1;2014-05-07;16;4;23;4;23;60
1;2014-05-07;17;5;22;4;23;60
1;2014-05-07;18;6;21;6;21;60
1;2014-05-07;19;4;23;5;22;60
1;2014-05-07;20;0;27;0;27;60
1;2014-05-07;21;0;27;0;27;60
1;2014-05-07;22;0;27;0;27;60
1;2014-05-07;23;2;25;3;25;60
1;2014-05-08;0;2;25;2;25;60
1;2014-05-08;1;1;26;2;25;60
1;2014-05-08;2;0;27;0;27;60
1;2014-05-08;3;0;27;0;27;60
1;2014-05-08;4;0;27;0;27;60
1;2014-05-08;5;0;27;0;27;60
1;2014-05-08;6;0;27;0;27;60
1;2014-05-08;7;6;20;6;20;60
1;2014-05-08;8;4;22;4;22;60
1;2014-05-08;9;9;17;9;17;60
1;2014-05-08;10;8;18;8;18;60
1;2014-05-08;11;5;21;5;21;60
1;2014-05-08;12;7;19;6;20;60
1;2014-05-08;13;3;23;3;23;60
1;2014-05-08;14;2;24;3;23;60
1;2014-05-08;15;2;24;2;24;60
1;2014-05-08;16;1;25;1;25;60
1;2014-05-08;17;3;23;3;23;60
1;2014-05-08;18;2;24;2;24;60
1;2014-05-08;19;1;25;1;25;60
1;2014-05-08;20;5;21;6;20;60
1;2014-05-08;21;2;24;1;25;60
1;2014-05-08;22;5;21;6;20;60
1;2014-05-08;23;4;22;3;23;60
1;2014-05-09;0;2;24;2;24;60
1;2014-05-09;1;1;25;0;26;60
1;2014-05-09;2;0;26;0;26;60
1;2014-05-09;3;0;26;0;26;60
1;2014-05-09;4;0;26;0;26;60
1;2014-05-09;5;1;25;1;25;60
1;2014-05-09;6;0;26;0;26;60
1;2014-05-09;7;1;25;1;25;60
1;2014-05-09;8;2;24;2;24;60
1;2014-05-09;9;3;23;3;23;60
1;2014-05-09;10;1;25;1;25;60
1;2014-05-09;11;3;23;3;24;60
1;2014-05-09;12;6;21;6;21;60
1;2014-05-09;13;6;21;6;22;60
1;2014-05-09;14;7;20;7;20;60
1;2014-05-09;15;4;23;4;23;60
1;2014-05-09;16;2;25;2;25;60
1;2014-05-09;17;6;21;6;21;60
1;2014-05-09;18;1;26;0;27;60
1;2014-05-09;19;0;27;0;27;60
1;2014-05-09;20;2;25;1;26;60
1;2014-05-09;21;4;23;4;23;60
1;2014-05-09;22;8;19;8;19;60
1;2014-05-09;23;11;16;11;16;60
1;2014-05-10;0;12;15;12;15;60
1;2014-05-10;1;10;17;10;17;60
1;2014-05-10;2;6;21;5;22;60
1;2014-05-10;3;4;23;5;22;60
1;2014-05-10;4;4;23;4;23;60
1;2014-05-10;5;3;24;3;24;60
1;2014-05-10;6;3;24;3;24;60
1;2014-05-10;7;2;25;2;25;60
1;2014-05-10;8;3;24;4;24;60
1;2014-05-10;9;6;21;7;20;60
1;2014-05-10;10;5;22;5;22;60
1;2014-05-10;11;7;21;6;21;60
1;2014-05-10;12;5;22;4;23;60
1;2014-05-10;13;3;24;3;24;60
1;2014-05-10;14;1;26;1;26;60
1;2014-05-10;15;3;24;3;24;60
1;2014-05-10;16;3;24;3;24;60
1;2014-05-10;17;2;25;2;25;60
1;2014-05-10;18;3;24;3;24;60
1;2014-05-10;19;3;24;3;24;60
1;2014-05-10;20;2;25;3;24;60
1;2014-05-10;21;0;27;0;27;60
1;2014-05-10;22;1;26;0;27;60
1;2014-05-10;23;4;23;4;23;60
1;2014-05-11;0;7;20;7;20;60
1;2014-05-11;1;7;20;7;20;60
1;2014-05-11;2;7;20;7;20;60
1;2014-05-11;3;6;21;6;21;60
1;2014-05-11;4;5;22;5;22;60
1;2014-05-11;5;4;23;4;23;60
1;2014-05-11;6;4;23;4;23;60
1;2014-05-11;7;5;22;5;22;60
1;2014-05-11;8;6;21;6;21;60
1;2014-05-11;9;5;22;5;22;60
1;2014-05-11;10;7;20;7;20;60
1;2014-05-11;11;9;18;9;18;60
1;2014-05-11;12;8;19;9;18;60
1;2014-05-11;13;7;20;8;19;60
1;2014-05-11;14;5;22;4;23;60
1;2014-05-11;15;7;20;7;20;60
1;2014-05-11;16;6;21;6;21;60
1;2014-05-11;17;3;24;4;23;60
1;2014-05-11;18;0;27;0;27;60
1;2014-05-11;19;1;26;1;26;60
1;2014-05-11;20;3;24;4;24;60
1;2014-05-11;21;6;21;6;21;60
1;2014-05-11;22;8;19;8;19;60
1;2014-05-11;23;8;19;8;19;60
1;2014-05-12;0;7;20;7;20;60
1;2014-05-12;1;6;21;6;21;60
1;2014-05-12;2;6;21;6;21;60
1;2014-05-12;3;6;21;6;21;60
1;2014-05-12;4;6;21;6;21;60
1;2014-05-12;5;6;21;6;21;60
1;2014-05-12;6;6;21;6;21;60
1;2014-05-12;7;5;22;6;21;60
1;2014-05-12;8;3;24;3;24;60
1;2014-05-12;9;1;26;1;26;60
1;2014-05-12;10;0;27;0;27;60
1;2014-05-12;11;3;24;2;25;60
1;2014-05-12;12;5;22;5;22;60
1;2014-05-12;13;5;22;4;23;60
1;2014-05-12;14;5;22;5;22;60
1;2014-05-12;15;8;19;9;18;60
1;2014-05-12;16;5;22;5;22;60
1;2014-05-12;17;10;17;12;16;57
1;2014-05-12;18;13;14;13;15;60
1;2014-05-12;19;9;18;9;18;60
1;2014-05-12;20;5;22;5;22;60
1;2014-05-12;21;4;23;4;23;60
1;2014-05-12;22;1;26;0;27;60
1;2014-05-12;23;0;27;0;27;60
1;2014-05-13;0;1;26;1;26;60
1;2014-05-13;1;1;26;1;26;60
1;2014-05-13;2;0;27;0;27;60
1;2014-05-13;3;0;27;0;27;60
1;2014-05-13;4;0;27;0;27;60
1;2014-05-13;5;1;26;1;26;60
1;2014-05-13;6;2;25;2;25;60
1;2014-05-13;7;1;26;1;26;60
1;2014-05-13;8;2;25;2;25;60
1;2014-05-13;9;1;26;1;26;60
1;2014-05-13;10;1;26;0;27;60
1;2014-05-13;11;3;24;3;24;60
1;2014-05-13;12;2;25;2;25;60
1;2014-05-13;13;1;26;1;26;60
1;2014-05-13;14;0;26;0;26;60
1;2014-05-13;15;2;24;2;24;60
1;2014-05-13;16;5;21;5;21;60
1;2014-05-13;17;4;22;4;22;60
1;2014-05-13;18;2;24;3;23;60
1;2014-05-13;19;1;25;1;25;60
1;2014-05-13;20;1;26;1;26;60
1;2014-05-13;21;1;26;1;26;60
1;2014-05-13;22;2;25;2;25;60
1;2014-05-13;23;5;22;5;22;60
1;2014-05-14;0;5;22;5;22;60
1;2014-05-14;1;7;20;7;20;60
1;2014-05-14;2;7;20;7;20;60
1;2014-05-14;3;7;20;7;20;60
1;2014-05-14;4;7;20;7;20;60
1;2014-05-14;5;7;20;7;20;60
1;2014-05-14;6;6;21;6;21;60
1;2014-05-14;7;6;21;6;21;60
1;2014-05-14;8;3;24;3;24;60
1;2014-05-14;9;4;23;4;23;60
1;2014-05-14;10;3;24;3;24;60
1;2014-05-14;11;4;23;4;23;60
1;2014-05-14;12;6;21;6;21;60
1;2014-05-14;13;6;21;6;21;60
1;2014-05-14;14;2;25;1;26;60
1;2014-05-14;15;7;20;7;20;60
1;2014-05-14;16;8;19;9;18;60
1;2014-05-14;17;12;15;13;14;60
1;2014-05-14;18;16;11;16;11;60
1;2014-05-14;19;10;17;9;18;60
1;2014-05-14;20;8;19;8;19;60
1;2014-05-14;21;7;20;7;20;60
1;2014-05-14;22;6;21;6;21;60
1;2014-05-14;23;8;19;8;19;60
1;2014-05-15;0;9;18;9;18;60
1;2014-05-15;1;7;20;7;20;60
1;2014-05-15;2;5;22;5;22;60
1;2014-05-15;3;5;22;5;22;60
1;2014-05-15;4;5;22;5;22;60
1;2014-05-15;5;5;22;5;22;60
1;2014-05-15;6;3;24;3;24;60
1;2014-05-15;7;3;24;3;24;60
1;2014-05-15;8;3;24;3;24;60
1;2014-05-15;9;2;25;3;24;60
1;2014-05-15;10;4;23;4;23;60
1;2014-05-15;11;2;25;2;25;59
1;2014-05-15;12;1;26;2;25;60
1;2014-05-15;13;2;25;2;25;60
1;2014-05-15;14;1;26;1;26;60
1;2014-05-15;15;3;24;3;24;60
1;2014-05-15;16;0;27;0;27;60
1;2014-05-15;17;1;26;0;27;60
1;2014-05-15;18;6;21;6;21;60
1;2014-05-15;19;9;18;9;18;60
1;2014-05-15;20;7;20;7;20;60
1;2014-05-15;21;5;22;5;22;60
1;2014-05-15;22;7;20;8;19;60
1;2014-05-15;23;8;19;8;19;60
1;2014-05-16;0;8;19;8;19;60
1;2014-05-16;1;8;19;8;19;60
1;2014-05-16;2;9;18;9;18;60
1;2014-05-16;3;9;18;9;18;60
1;2014-05-16;4;9;18;9;18;60
1;2014-05-16;5;9;18;9;18;60
1;2014-05-16;6;9;18;9;18;60
1;2014-05-16;7;8;19;8;19;60
1;2014-05-16;8;8;19;8;19;60
1;2014-05-16;9;10;17;10;17;60
1;2014-05-16;10;9;18;9;18;60
1;2014-05-16;11;7;20;7;20;60
1;2014-05-16;12;9;18;9;18;60
1;2014-05-16;13;9;18;9;18;60
1;2014-05-16;14;5;22;5;22;60
1;2014-05-16;15;5;22;6;21;60
1;2014-05-16;16;1;26;0;27;60
1;2014-05-16;17;1;26;1;26;60
1;2014-05-16;18;0;27;0;27;60
1;2014-05-16;19;1;26;1;26;60
1;2014-05-16;20;4;23;4;23;60
1;2014-05-16;21;4;23;5;22;60
1;2014-05-16;22;1;26;1;26;60
1;2014-05-16;23;3;24;3;24;60
1;2014-05-17;0;2;25;2;25;60
1;2014-05-17;1;3;24;3;24;60
1;2014-05-17;2;0;27;0;27;60
1;2014-05-17;3;0;27;0;27;60
1;2014-05-17;4;0;27;0;27;60
1;2014-05-17;5;0;27;0;27;60
1;2014-05-17;6;0;27;0;27;60
1;2014-05-17;7;0;27;0;27;60
1;2014-05-17;8;0;27;0;27;60
1;2014-05-17;9;1;26;1;26;60
1;2014-05-17;10;1;26;0;27;60
1;2014-05-17;11;1;26;1;26;60
1;2014-05-17;12;1;26;1;26;60
1;2014-05-17;13;2;25;2;25;60
1;2014-05-17;14;2;25;2;25;60
1;2014-05-17;15;2;25;2;25;60
1;2014-05-17;16;1;26;1;26;60
1;2014-05-17;17;0;27;0;27;60
1;2014-05-17;18;2;25;3;24;60
1;2014-05-17;19;4;23;4;23;60
1;2014-05-17;20;4;23;5;23;60
1;2014-05-17;21;0;27;0;27;60
1;2014-05-17;22;1;26;1;26;60
1;2014-05-17;23;2;25;2;25;60
1;2014-05-18;0;4;23;4;23;60
1;2014-05-18;1;7;20;7;20;60
1;2014-05-18;2;6;21;7;20;60
1;2014-05-18;3;4;23;4;23;60
1;2014-05-18;4;3;24;3;24;60
1;2014-05-18;5;2;25;2;25;60
1;2014-05-18;6;2;25;2;25;60
1;2014-05-18;7;2;25;2;25;60
1;2014-05-18;8;2;25;2;25;60
1;2014-05-18;9;0;27;0;27;60
1;2014-05-18;10;1;26;1;26;60
1;2014-05-18;11;1;26;1;26;60
1;2014-05-18;12;1;26;1;26;60
1;2014-05-18;13;1;27;0;27;60
1;2014-05-18;14;7;20;7;20;60
1;2014-05-18;15;5;22;5;22;60
1;2014-05-18;16;7;20;7;20;60
1;2014-05-18;17;11;16;11;16;60
1;2014-05-18;18;7;20;7;20;60
1;2014-05-18;19;1;26;0;27;60
1;2014-05-18;20;1;26;1;26;60
1;2014-05-18;21;2;25;1;26;60
1;2014-05-18;22;2;25;2;25;60
1;2014-05-18;23;3;24;3;24;60
1;2014-05-19;0;2;25;2;25;60
1;2014-05-19;1;2;25;2;25;60
1;2014-05-19;2;2;25;2;25;60
1;2014-05-19;3;2;25;2;25;60
1;2014-05-19;4;0;27;0;27;60
1;2014-05-19;5;0;27;0;27;60
1;2014-05-19;6;1;26;0;27;60
1;2014-05-19;7;7;20;8;19;60
1;2014-05-19;8;3;24;3;24;60
1;2014-05-19;9;0;27;0;27;60
1;2014-05-19;10;3;24;3;24;60
1;2014-05-19;11;5;22;6;22;60
1;2014-05-19;12;6;21;6;21;60
1;2014-05-19;13;3;24;4;23;60
1;2014-05-19;14;1;26;1;26;60
1;2014-05-19;15;1;26;1;26;60
1;2014-05-19;16;1;26;1;26;60
1;2014-05-19;17;5;22;6;22;60
1;2014-05-19;18;6;21;6;21;60
1;2014-05-19;19;6;21;6;21;60
1;2014-05-19;20;8;19;9;19;60
1;2014-05-19;21;10;17;10;17;60
1;2014-05-19;22;13;14;12;15;60
1;2014-05-19;23;14;13;14;13;60
1;2014-05-20;0;13;14;13;14;60
1;2014-05-20;1;11;16;11;16;60
1;2014-05-20;2;12;15;12;15;60
1;2014-05-20;3;12;15;12;15;60
1;2014-05-20;4;12;15;12;15;60
1;2014-05-20;5;12;15;12;15;60
1;2014-05-20;6;11;16;11;16;60
1;2014-05-20;7;11;16;11;16;60
1;2014-05-20;8;10;17;10;17;60
1;2014-05-20;9;7;20;8;19;60
1;2014-05-20;10;8;19;8;19;60
1;2014-05-20;11;11;16;11;16;60
1;2014-05-20;12;11;16;11;16;60
1;2014-05-20;13;8;19;10;19;60
1;2014-05-20;14;6;21;7;20;60
1;2014-05-20;15;4;23;3;24;60
1;2014-05-20;16;3;24;3;24;60
1;2014-05-20;17;0;27;0;27;60
1;2014-05-20;18;3;24;3;24;60
1;2014-05-20;19;3;24;3;24;60
1;2014-05-20;20;1;26;1;26;60
1;2014-05-20;21;1;26;1;26;60
1;2014-05-20;22;6;21;6;21;60
1;2014-05-20;23;6;21;6;21;59
1;2014-05-21;0;6;21;6;21;60
1;2014-05-21;1;6;21;6;21;60
1;2014-05-21;2;6;21;6;21;60
1;2014-05-21;3;5;22;5;22;60
1;2014-05-21;4;5;22;5;22;60
1;2014-05-21;5;5;22;5;22;60
1;2014-05-21;6;5;22;4;23;60
1;2014-05-21;7;7;20;8;19;60
1;2014-05-21;8;8;19;8;19;60
1;2014-05-21;9;8;19;8;19;60
1;2014-05-21;10;8;17;9;17;60
1;2014-05-21;11;7;19;7;19;60
1;2014-05-21;12;8;18;8;18;60
1;2014-05-21;13;3;23;3;24;60
1;2014-05-21;14;1;25;1;25;60
1;2014-05-21;15;1;25;0;26;60
1;2014-05-21;16;1;25;1;25;60
1;2014-05-21;17;6;20;6;20;60
1;2014-05-21;18;3;23;3;23;60
1;2014-05-21;19;0;26;0;26;60
1;2014-05-21;20;0;26;0;26;60
1;2014-05-21;21;0;26;0;26;60
1;2014-05-21;22;1;25;1;25;60
1;2014-05-21;23;3;23;4;22;60
1;2014-05-22;0;2;24;2;24;60
1;2014-05-22;1;1;25;1;25;60
1;2014-05-22;2;1;25;1;25;60
1;2014-05-22;3;0;26;0;26;60
1;2014-05-22;4;0;26;0;26;60
1;2014-05-22;5;0;26;0;26;60
1;2014-05-22;6;0;26;0;26;60
1;2014-05-22;7;6;21;7;20;60
1;2014-05-22;8;7;20;7;20;58
1;2014-05-22;9;3;24;2;25;60
1;2014-05-22;10;2;25;2;25;60
1;2014-05-22;11;3;24;3;24;60
1;2014-05-22;12;4;23;6;21;60
1;2014-05-22;13;6;21;6;21;60
1;2014-05-22;14;8;19;8;19;60
1;2014-05-22;15;7;20;6;21;60
1;2014-05-22;16;2;25;1;26;60
1;2014-05-22;17;3;24;3;24;60
1;2014-05-22;18;0;27;0;27;60
1;2014-05-22;19;2;25;1;26;60
1;2014-05-22;20;4;23;4;23;60
1;2014-05-22;21;4;23;3;24;60
1;2014-05-22;22;9;18;9;18;60
1;2014-05-22;23;12;15;12;15;60
1;2014-05-23;0;11;16;11;16;60
1;2014-05-23;1;7;20;7;20;60
1;2014-05-23;2;6;21;6;21;60
1;2014-05-23;3;5;22;5;22;60
1;2014-05-23;4;5;23;5;23;60
1;2014-05-23;5;5;22;5;22;60
1;2014-05-23;6;0;27;0;27;60
1;2014-05-23;7;0;27;0;27;60
1;2014-05-23;8;1;26;1;26;60
1;2014-05-23;9;2;25;2;25;60
1;2014-05-23;10;6;21;6;21;60
1;2014-05-23;11;9;18;9;18;60
1;2014-05-23;12;8;19;8;19;60
1;2014-05-23;13;6;21;6;21;60
1;2014-05-23;14;1;26;0;27;60
1;2014-05-23;15;0;27;0;27;60
1;2014-05-23;16;0;27;0;27;60
1;2014-05-23;17;1;26;1;26;60
1;2014-05-23;18;4;23;4;23;60
1;2014-05-23;19;3;24;3;24;60
1;2014-05-23;20;8;19;8;19;60
1;2014-05-23;21;9;18;9;18;60
1;2014-05-23;22;15;12;15;12;60
1;2014-05-23;23;18;9;18;9;59
1;2014-05-24;0;18;9;19;8;60
1;2014-05-24;1;14;13;14;13;60
1;2014-05-24;2;13;14;13;14;60
1;2014-05-24;3;11;16;11;16;60
1;2014-05-24;4;10;17;10;17;60
1;2014-05-24;5;9;18;9;18;60
1;2014-05-24;6;9;18;9;18;60
1;2014-05-24;7;9;18;9;18;60
1;2014-05-24;8;9;18;9;18;60
1;2014-05-24;9;9;18;9;18;60
1;2014-05-24;10;9;18;9;18;60
1;2014-05-24;11;9;18;9;18;60
1;2014-05-24;12;9;18;9;18;60
1;2014-05-24;13;9;18;9;18;60
1;2014-05-24;14;13;14;12;15;60
1;2014-05-24;15;15;12;15;12;60
1;2014-05-24;16;14;13;13;14;60
1;2014-05-24;17;14;13;13;14;60
1;2014-05-24;18;19;8;18;9;60
1;2014-05-24;19;20;7;20;7;60
1;2014-05-24;20;21;6;20;7;60
1;2014-05-24;21;23;4;23;4;60
1;2014-05-24;22;23;4;24;3;60
1;2014-05-24;23;23;5;23;5;60
1;2014-05-25;0;23;4;23;4;60
1;2014-05-25;1;23;4;24;3;60
1;2014-05-25;2;23;4;23;4;60
1;2014-05-25;3;24;3;24;3;60
1;2014-05-25;4;23;4;23;4;60
1;2014-05-25;5;21;6;21;6;60
1;2014-05-25;6;21;6;21;6;60
1;2014-05-25;7;21;6;21;6;60
1;2014-05-25;8;20;7;20;7;60
1;2014-05-25;9;19;8;19;8;60
1;2014-05-25;10;18;9;18;9;60
1;2014-05-25;11;15;13;15;13;60
1;2014-05-25;12;16;11;15;12;60
1;2014-05-25;13;16;11;17;10;60
1;2014-05-25;14;12;16;12;15;60
1;2014-05-25;15;11;16;12;15;60
1;2014-05-25;16;12;15;13;14;60
1;2014-05-25;17;10;17;10;17;60
1;2014-05-25;18;7;20;7;20;60
1;2014-05-25;19;6;21;6;21;60
1;2014-05-25;20;7;20;7;20;60
1;2014-05-25;21;8;19;8;19;60
1;2014-05-25;22;10;17;10;17;60
1;2014-05-25;23;9;18;9;18;60
1;2014-05-26;0;10;17;10;17;60
1;2014-05-26;1;10;17;10;17;60
1;2014-05-26;2;9;18;9;18;60
1;2014-05-26;3;9;18;9;18;60
1;2014-05-26;4;9;18;9;18;60
1;2014-05-26;5;9;18;9;18;60
1;2014-05-26;6;8;19;9;18;60
1;2014-05-26;7;5;22;6;21;60
1;2014-05-26;8;3;24;2;25;60
1;2014-05-26;9;1;26;1;26;60
1;2014-05-26;10;1;26;1;26;60
1;2014-05-26;11;1;26;1;26;60
1;2014-05-26;12;2;25;2;25;60
1;2014-05-26;13;3;24;3;24;60
1;2014-05-26;14;2;25;2;25;60
1;2014-05-26;15;0;27;0;27;60
1;2014-05-26;16;0;27;0;27;60
1;2014-05-26;17;1;26;1;26;60
1;2014-05-26;18;3;24;3;24;60
1;2014-05-26;19;4;23;4;23;60
1;2014-05-26;20;6;21;6;21;60
1;2014-05-26;21;6;21;6;21;60
1;2014-05-26;22;7;20;6;21;60
1;2014-05-26;23;9;18;9;18;60
1;2014-05-27;0;10;17;10;17;60
1;2014-05-27;1;10;17;10;17;60
1;2014-05-27;2;11;16;11;16;60
1;2014-05-27;3;11;16;11;16;60
1;2014-05-27;4;11;16;11;16;60
1;2014-05-27;5;11;16;11;16;60
1;2014-05-27;6;9;19;9;19;60
1;2014-05-27;7;7;20;7;20;60
1;2014-05-27;8;8;19;8;19;60
1;2014-05-27;9;7;20;7;20;60
1;2014-05-27;10;9;18;9;18;60
1;2014-05-27;11;11;16;12;15;60
1;2014-05-27;12;7;20;7;20;60
1;2014-05-27;13;8;19;8;19;60
1;2014-05-27;14;5;22;5;22;60
1;2014-05-27;15;4;23;4;23;60
1;2014-05-27;16;2;25;2;25;60
1;2014-05-27;17;2;25;2;25;60
1;2014-05-27;18;3;24;3;24;60
1;2014-05-27;19;2;25;2;25;60
1;2014-05-27;20;2;25;2;25;60
1;2014-05-27;21;4;23;4;23;60
1;2014-05-27;22;5;22;5;22;60
1;2014-05-27;23;6;21;6;21;60
1;2014-05-28;0;6;21;6;21;60
1;2014-05-28;1;6;21;6;21;60
1;2014-05-28;2;6;21;6;21;60
1;2014-05-28;3;6;21;6;21;60
1;2014-05-28;4;6;21;6;21;60
